index,Name,Repository,Stars,LOC,Size_Classification
495,sling-org-apache-sling-hc-samples,https://github.com/apache/sling-org-apache-sling-hc-samples.git,3,980,0.0
451,sling-org-apache-sling-installer-factory-subsystems-base,https://github.com/apache/sling-org-apache-sling-installer-factory-subsystems-base.git,1,990,0.0
844,commons-signing,https://github.com/apache/commons-signing.git,1,991,0.0
568,sling-org-apache-sling-feature-r2f,https://github.com/apache/sling-org-apache-sling-feature-r2f.git,1,1000,0.0
785,dubbo-rpc-jsonrpc,https://github.com/apache/dubbo-rpc-jsonrpc.git,186,1000,0.0
549,sling-org-apache-sling-nosql-couchbase-resourceprovider,https://github.com/apache/sling-org-apache-sling-nosql-couchbase-resourceprovider.git,1,1000,0.0
538,sling-org-apache-sling-nosql-mongodb-resourceprovider,https://github.com/apache/sling-org-apache-sling-nosql-mongodb-resourceprovider.git,2,1000,0.0
472,sling-org-apache-sling-discovery-api,https://github.com/apache/sling-org-apache-sling-discovery-api.git,1,1000,0.0
543,sling-org-apache-sling-distribution-kryo-serializer,https://github.com/apache/sling-org-apache-sling-distribution-kryo-serializer.git,1,1100,0.0
540,sling-org-apache-sling-distribution-sample,https://github.com/apache/sling-org-apache-sling-distribution-sample.git,5,1100,0.0
684,fineract-cn-async,https://github.com/apache/fineract-cn-async.git,2,1100,0.0
462,sling-org-apache-sling-commons-contentdetection,https://github.com/apache/sling-org-apache-sling-commons-contentdetection.git,1,1100,0.0
234,sling-org-apache-sling-discovery-standalone,https://github.com/apache/sling-org-apache-sling-discovery-standalone.git,1,1100,0.0
150,sling-org-apache-sling-models-validation-impl,https://github.com/apache/sling-org-apache-sling-models-validation-impl.git,1,1100,0.0
427,sling-org-apache-sling-scripting-spi,https://github.com/apache/sling-org-apache-sling-scripting-spi.git,1,1100,0.0
493,sling-org-apache-sling-contentparser-xml,https://github.com/apache/sling-org-apache-sling-contentparser-xml.git,1,1100,0.0
331,sling-org-apache-sling-javax-activation,https://github.com/apache/sling-org-apache-sling-javax-activation.git,2,1100,0.0
530,sling-org-apache-sling-oak-restrictions,https://github.com/apache/sling-org-apache-sling-oak-restrictions.git,1,1100,0.0
410,sling-org-apache-sling-tooling-support-source,https://github.com/apache/sling-org-apache-sling-tooling-support-source.git,1,1100,0.0
490,sling-org-apache-sling-launchpad-installer,https://github.com/apache/sling-org-apache-sling-launchpad-installer.git,3,1100,0.0
488,sling-org-apache-sling-resource-inventory,https://github.com/apache/sling-org-apache-sling-resource-inventory.git,1,1100,0.0
473,sling-org-apache-sling-jcr-presence,https://github.com/apache/sling-org-apache-sling-jcr-presence.git,1,1100,0.0
483,sling-org-apache-sling-adapter-annotations,https://github.com/apache/sling-org-apache-sling-adapter-annotations.git,2,1100,0.0
482,sling-org-apache-sling-installer-console,https://github.com/apache/sling-org-apache-sling-installer-console.git,1,1100,0.0
492,sling-org-apache-sling-extensions-webconsolesecurityprovider,https://github.com/apache/sling-org-apache-sling-extensions-webconsolesecurityprovider.git,1,1200,0.0
681,fineract-cn-default-setup,https://github.com/apache/fineract-cn-default-setup.git,2,1200,0.0
499,sling-org-apache-sling-jcr-jackrabbit-base,https://github.com/apache/sling-org-apache-sling-jcr-jackrabbit-base.git,1,1200,0.0
566,sling-org-apache-sling-featureflags,https://github.com/apache/sling-org-apache-sling-featureflags.git,2,1200,0.0
533,sling-org-apache-sling-caconfig-integration-tests,https://github.com/apache/sling-org-apache-sling-caconfig-integration-tests.git,1,1200,0.0
300,sling-org-apache-sling-contentparser-xml-jcr,https://github.com/apache/sling-org-apache-sling-contentparser-xml-jcr.git,1,1200,0.0
526,sling-org-apache-sling-paxexam-util,https://github.com/apache/sling-org-apache-sling-paxexam-util.git,1,1200,0.0
463,sling-org-apache-sling-installer-factory-model,https://github.com/apache/sling-org-apache-sling-installer-factory-model.git,1,1300,0.0
469,sling-org-apache-sling-jcr-registration,https://github.com/apache/sling-org-apache-sling-jcr-registration.git,1,1300,0.0
440,sling-org-apache-sling-auth-xing-oauth,https://github.com/apache/sling-org-apache-sling-auth-xing-oauth.git,1,1300,0.0
508,sling-org-apache-sling-jcr-filetransfer,https://github.com/apache/sling-org-apache-sling-jcr-filetransfer.git,1,1300,0.0
514,sling-launchpad-comparator,https://github.com/apache/sling-launchpad-comparator.git,1,1300,0.0
429,sling-servlet-archetype,https://github.com/apache/sling-servlet-archetype.git,1,1300,0.0
445,sling-org-apache-sling-auth-xing-login,https://github.com/apache/sling-org-apache-sling-auth-xing-login.git,1,1400,0.0
214,sling-org-apache-sling-installer-provider-file,https://github.com/apache/sling-org-apache-sling-installer-provider-file.git,2,1400,0.0
501,sling-org-apache-sling-extensions-slf4j-mdc,https://github.com/apache/sling-org-apache-sling-extensions-slf4j-mdc.git,1,1400,0.0
442,sling-org-apache-sling-distribution-api,https://github.com/apache/sling-org-apache-sling-distribution-api.git,1,1400,0.0
735,dubbo-sentinel-support,https://github.com/apache/dubbo-sentinel-support.git,52,1400,0.0
481,sling-org-apache-sling-scripting-groovy,https://github.com/apache/sling-org-apache-sling-scripting-groovy.git,1,1400,0.0
179,sling-org-apache-sling-validation-api,https://github.com/apache/sling-org-apache-sling-validation-api.git,1,1400,0.0
148,sling-org-apache-sling-testing-caconfig-mock-plugin,https://github.com/apache/sling-org-apache-sling-testing-caconfig-mock-plugin.git,1,1400,0.0
278,sling-org-apache-sling-commons-clam,https://github.com/apache/sling-org-apache-sling-commons-clam.git,2,1500,0.0
548,sling-org-apache-sling-distribution-journal-messages,https://github.com/apache/sling-org-apache-sling-distribution-journal-messages.git,2,1500,0.0
447,sling-org-apache-sling-discovery-support,https://github.com/apache/sling-org-apache-sling-discovery-support.git,1,1500,0.0
428,sling-org-apache-sling-tail,https://github.com/apache/sling-org-apache-sling-tail.git,2,1500,0.0
439,sling-org-apache-sling-distribution-avro-serializer,https://github.com/apache/sling-org-apache-sling-distribution-avro-serializer.git,1,1500,0.0
466,sling-org-apache-sling-resourcecollection,https://github.com/apache/sling-org-apache-sling-resourcecollection.git,2,1500,0.0
204,sling-feature-launcher-maven-plugin,https://github.com/apache/sling-feature-launcher-maven-plugin.git,1,1500,0.0
403,sling-org-apache-sling-junit-remote,https://github.com/apache/sling-org-apache-sling-junit-remote.git,1,1500,0.0
420,sling-org-apache-sling-serviceuser-webconsole,https://github.com/apache/sling-org-apache-sling-serviceuser-webconsole.git,1,1500,0.0
502,sling-org-apache-sling-contentparser-json,https://github.com/apache/sling-org-apache-sling-contentparser-json.git,1,1600,0.0
419,sling-org-apache-sling-testing-hamcrest,https://github.com/apache/sling-org-apache-sling-testing-hamcrest.git,2,1600,0.0
402,sling-org-apache-sling-junit-scriptable,https://github.com/apache/sling-org-apache-sling-junit-scriptable.git,1,1600,0.0
372,isis-app-helloworld,https://github.com/apache/isis-app-helloworld.git,2,1600,0.0
293,turbine-fulcrum-crypto,https://github.com/apache/turbine-fulcrum-crypto.git,1,1600,0.0
517,sling-org-apache-sling-event-dea,https://github.com/apache/sling-org-apache-sling-event-dea.git,1,1600,0.0
286,turbine-fulcrum-upload,https://github.com/apache/turbine-fulcrum-upload.git,1,1700,0.0
573,sling-org-apache-sling-feature-diff,https://github.com/apache/sling-org-apache-sling-feature-diff.git,1,1700,0.0
758,predictionio-template-java-ecom-recommender,https://github.com/apache/predictionio-template-java-ecom-recommender.git,37,1700,0.0
262,sling-org-apache-sling-resourceaccesssecurity,https://github.com/apache/sling-org-apache-sling-resourceaccesssecurity.git,2,1700,0.0
544,sling-org-apache-sling-commons-metrics-rrd4j,https://github.com/apache/sling-org-apache-sling-commons-metrics-rrd4j.git,1,1700,0.0
496,sling-org-apache-sling-reqanalyzer,https://github.com/apache/sling-org-apache-sling-reqanalyzer.git,3,1700,0.0
626,fineract-cn-data-jpa,https://github.com/apache/fineract-cn-data-jpa.git,2,1800,0.0
556,sling-org-apache-sling-mongodb,https://github.com/apache/sling-org-apache-sling-mongodb.git,3,1800,0.0
444,sling-org-apache-sling-settings,https://github.com/apache/sling-org-apache-sling-settings.git,4,1800,0.0
574,sling-org-apache-sling-feature-apiregions-model,https://github.com/apache/sling-org-apache-sling-feature-apiregions-model.git,1,1800,0.0
151,sling-org-apache-sling-models-jacksonexporter,https://github.com/apache/sling-org-apache-sling-models-jacksonexporter.git,1,1800,0.0
455,sling-org-apache-sling-commons-fsclassloader,https://github.com/apache/sling-org-apache-sling-commons-fsclassloader.git,1,1800,0.0
668,shardingsphere-elasticjob-example,https://github.com/apache/shardingsphere-elasticjob-example.git,193,1800,0.0
436,sling-org-apache-sling-jmx-provider,https://github.com/apache/sling-org-apache-sling-jmx-provider.git,2,1800,0.0
614,datasketches-memory16,https://github.com/apache/datasketches-memory16.git,2,1900,0.0
840,manifoldcf-integration-elasticsearch-5.5,https://github.com/apache/manifoldcf-integration-elasticsearch-5.5.git,1,1900,0.0
623,netbeans-mavenutils-nb-repository-plugin,https://github.com/apache/netbeans-mavenutils-nb-repository-plugin.git,1,1900,0.0
627,samza-beam-examples,https://github.com/apache/samza-beam-examples.git,6,1900,0.0
536,sling-org-apache-sling-jcr-api,https://github.com/apache/sling-org-apache-sling-jcr-api.git,2,1900,0.0
771,manifoldcf-integration-elasticsearch,https://github.com/apache/manifoldcf-integration-elasticsearch.git,1,1900,0.0
395,sling-org-apache-sling-installer-factory-feature,https://github.com/apache/sling-org-apache-sling-installer-factory-feature.git,1,1900,0.0
448,sling-org-apache-sling-scripting-api,https://github.com/apache/sling-org-apache-sling-scripting-api.git,1,1900,0.0
287,turbine-fulcrum-quartz,https://github.com/apache/turbine-fulcrum-quartz.git,1,1900,0.0
820,log4j-zeroconf,https://github.com/apache/log4j-zeroconf.git,5,2000,0.0
470,sling-org-apache-sling-resourcebuilder,https://github.com/apache/sling-org-apache-sling-resourcebuilder.git,2,2000,0.0
552,sling-org-apache-sling-distribution-journal-kafka,https://github.com/apache/sling-org-apache-sling-distribution-journal-kafka.git,1,2000,0.0
292,turbine-fulcrum-factory,https://github.com/apache/turbine-fulcrum-factory.git,1,2000,0.0
288,turbine-fulcrum-pool,https://github.com/apache/turbine-fulcrum-pool.git,1,2100,0.0
512,sling-org-apache-sling-hc-api,https://github.com/apache/sling-org-apache-sling-hc-api.git,1,2100,0.0
678,fineract-cn-service-starter,https://github.com/apache/fineract-cn-service-starter.git,2,2100,0.0
426,sling-org-apache-sling-tenant,https://github.com/apache/sling-org-apache-sling-tenant.git,2,2100,0.0
416,sling-org-apache-sling-servlets-annotations,https://github.com/apache/sling-org-apache-sling-servlets-annotations.git,2,2100,0.0
632,fineract-cn-crypto,https://github.com/apache/fineract-cn-crypto.git,3,2100,0.0
474,sling-org-apache-sling-resourceaccesssecurity-it,https://github.com/apache/sling-org-apache-sling-resourceaccesssecurity-it.git,1,2100,0.0
434,sling-org-apache-sling-commons-log-webconsole,https://github.com/apache/sling-org-apache-sling-commons-log-webconsole.git,2,2100,0.0
714,geronimo-genesis,https://github.com/apache/geronimo-genesis.git,2,2100,0.0
510,sling-org-apache-sling-connection-timeout-agent,https://github.com/apache/sling-org-apache-sling-connection-timeout-agent.git,1,2200,0.0
625,fineract-cn-command,https://github.com/apache/fineract-cn-command.git,3,2200,0.0
762,logging-log4j-audit-sample,https://github.com/apache/logging-log4j-audit-sample.git,6,2200,0.0
527,sling-org-apache-sling-caconfig-spi,https://github.com/apache/sling-org-apache-sling-caconfig-spi.git,1,2200,0.0
283,sling-org-apache-sling-hapi-client,https://github.com/apache/sling-org-apache-sling-hapi-client.git,2,2200,0.0
475,sling-org-apache-sling-commons-compiler,https://github.com/apache/sling-org-apache-sling-commons-compiler.git,1,2200,0.0
685,fineract-cn-cassandra,https://github.com/apache/fineract-cn-cassandra.git,2,2200,0.0
477,sling-org-apache-sling-datasource,https://github.com/apache/sling-org-apache-sling-datasource.git,3,2200,0.0
192,sling-org-apache-sling-superimposing,https://github.com/apache/sling-org-apache-sling-superimposing.git,2,2300,0.0
480,sling-org-apache-sling-commons-classloader,https://github.com/apache/sling-org-apache-sling-commons-classloader.git,3,2300,0.0
567,sling-org-apache-sling-feature-resolver,https://github.com/apache/sling-org-apache-sling-feature-resolver.git,1,2300,0.0
835,ant-easyant-buildtypes,https://github.com/apache/ant-easyant-buildtypes.git,2,2300,0.0
412,sling-org-apache-sling-testing-serversetup,https://github.com/apache/sling-org-apache-sling-testing-serversetup.git,3,2400,0.0
744,manifoldcf-integration-solr-3.x,https://github.com/apache/manifoldcf-integration-solr-3.x.git,1,2400,0.0
617,openwhisk-runtime-ballerina,https://github.com/apache/openwhisk-runtime-ballerina.git,7,2400,0.0
833,openwhisk-sample-matos,https://github.com/apache/openwhisk-sample-matos.git,2,2400,0.0
528,sling-org-apache-sling-junit-teleporter,https://github.com/apache/sling-org-apache-sling-junit-teleporter.git,1,2400,0.0
657,openwebbeans-peeco,https://github.com/apache/openwebbeans-peeco.git,1,2400,0.0
520,sling-org-apache-sling-event-api,https://github.com/apache/sling-org-apache-sling-event-api.git,1,2400,0.0
363,sling-org-apache-sling-installer-factory-configuration,https://github.com/apache/sling-org-apache-sling-installer-factory-configuration.git,2,2500,0.0
290,turbine-fulcrum-localization,https://github.com/apache/turbine-fulcrum-localization.git,1,2500,0.0
636,fineract-cn-api,https://github.com/apache/fineract-cn-api.git,4,2500,0.0
841,manifoldcf-integration-solr-6.x,https://github.com/apache/manifoldcf-integration-solr-6.x.git,1,2500,0.0
827,logging-log4j-boot,https://github.com/apache/logging-log4j-boots.git,4,2500,0.0
327,sling-htl-maven-plugin,https://github.com/apache/sling-htl-maven-plugin.git,2,2500,0.0
631,fineract-cn-template,https://github.com/apache/fineract-cn-template.git,7,2500,0.0
839,manifoldcf-integration-solr-7.x,https://github.com/apache/manifoldcf-integration-solr-7.x.git,2,2500,0.0
404,sling-org-apache-sling-junit-performance,https://github.com/apache/sling-org-apache-sling-junit-performance.git,1,2500,0.0
335,sling-org-apache-sling-jms,https://github.com/apache/sling-org-apache-sling-jms.git,3,2600,0.0
787,predictionio-sdk-java,https://github.com/apache/predictionio-sdk-java.git,108,2700,0.0
484,sling-org-apache-sling-jcr-oak-server,https://github.com/apache/sling-org-apache-sling-jcr-oak-server.git,2,2700,0.0
659,dolphinscheduler-maven-plugin,https://github.com/apache/dolphinscheduler-maven-plugin.git,7,2700,0.0
332,sling-org-apache-sling-security,https://github.com/apache/sling-org-apache-sling-security.git,5,2800,0.0
121,sling-org-apache-sling-starter,https://github.com/apache/sling-org-apache-sling-starter.git,15,2800,0.0
432,sling-org-apache-sling-distribution-it,https://github.com/apache/sling-org-apache-sling-distribution-it.git,1,2800,0.0
518,sling-kickstart-maven-plugin,https://github.com/apache/sling-kickstart-maven-plugin.git,1,2800,0.0
559,sling-org-apache-sling-file-optimization,https://github.com/apache/sling-org-apache-sling-file-optimization.git,1,2800,0.0
654,accumulo-maven-plugin,https://github.com/apache/accumulo-maven-plugin.git,5,2800,0.0
675,fineract-cn-permitted-feign-client,https://github.com/apache/fineract-cn-permitted-feign-client.git,2,2900,0.0
218,turbine-fulcrum-testcontainer,https://github.com/apache/turbine-fulcrum-testcontainer.git,1,2900,0.0
140,sling-org-apache-sling-testing-sling-mock-oak,https://github.com/apache/sling-org-apache-sling-testing-sling-mock-oak.git,3,2900,0.0
686,fineract-cn-test,https://github.com/apache/fineract-cn-test.git,3,2900,0.0
443,sling-org-apache-sling-commons-jcr-file,https://github.com/apache/sling-org-apache-sling-commons-jcr-file.git,1,3000,0.0
546,sling-org-apache-sling-nosql-generic,https://github.com/apache/sling-org-apache-sling-nosql-generic.git,2,3000,0.0
696,incubator-taverna-plugin-gis,https://github.com/apache/incubator-taverna-plugin-gis.git,3,3000,0.0
391,sling-org-apache-sling-scripting-sightly-runtime,https://github.com/apache/sling-org-apache-sling-scripting-sightly-runtime.git,1,3000,0.0
830,ant-easyant-tasks,https://github.com/apache/ant-easyant-tasks.git,3,3100,0.0
418,sling-org-apache-sling-serviceusermapper,https://github.com/apache/sling-org-apache-sling-serviceusermapper.git,2,3100,0.0
531,sling-org-apache-sling-hapi,https://github.com/apache/sling-org-apache-sling-hapi.git,2,3100,0.0
153,sling-org-apache-sling-models-api,https://github.com/apache/sling-org-apache-sling-models-api.git,2,3100,0.0
385,sling-org-apache-sling-scripting-sightly-testing,https://github.com/apache/sling-org-apache-sling-scripting-sightly-testing.git,1,3100,0.0
713,incubator-optiq-csv,https://github.com/apache/incubator-optiq-csv.git,2,3200,0.0
168,nifi-maven,https://github.com/apache/nifi-maven.git,17,3200,0.0
810,karaf-boot,https://github.com/apache/karaf-boot.git,8,3300,0.0
245,incubator-streampipes-examples,https://github.com/apache/incubator-streampipes-examples.git,2,3400,0.0
516,sling-org-apache-sling-cassandra,https://github.com/apache/sling-org-apache-sling-cassandra.git,2,3400,0.0
381,commons-testing,https://github.com/apache/commons-testing.git,5,3500,0.0
525,sling-org-apache-sling-jcr-classloader,https://github.com/apache/sling-org-apache-sling-jcr-classloader.git,2,3500,0.0
431,sling-project-archetype,https://github.com/apache/sling-project-archetype.git,4,3500,0.0
606,activemq-nms-openwire-generator,https://github.com/apache/activemq-nms-openwire-generator.git,2,3500,0.0
486,sling-org-apache-sling-scripting-freemarker,https://github.com/apache/sling-org-apache-sling-scripting-freemarker.git,3,3600,0.0
575,sling-org-apache-sling-feature-apiregions,https://github.com/apache/sling-org-apache-sling-feature-apiregions.git,2,3600,0.0
122,sling-org-apache-sling-feature-extension-apiregions,https://github.com/apache/sling-org-apache-sling-feature-extension-apiregions.git,1,3600,0.0
555,sling-org-apache-sling-distribution-journal-it,https://github.com/apache/sling-org-apache-sling-distribution-journal-it.git,1,3600,0.0
264,sling-org-apache-sling-adapter,https://github.com/apache/sling-org-apache-sling-adapter.git,2,3700,0.0
425,sling-org-apache-sling-scripting-thymeleaf,https://github.com/apache/sling-org-apache-sling-scripting-thymeleaf.git,2,3700,0.0
687,fineract-cn-lang,https://github.com/apache/fineract-cn-lang.git,3,3800,0.0
545,sling-org-apache-sling-installer-provider-jcr,https://github.com/apache/sling-org-apache-sling-installer-provider-jcr.git,3,3800,0.0
842,karaf-reactive-components,https://github.com/apache/karaf-reactive-components.git,1,3800,0.0
461,sling-org-apache-sling-resourcemerger,https://github.com/apache/sling-org-apache-sling-resourcemerger.git,2,3800,0.0
409,sling-org-apache-sling-tracer,https://github.com/apache/sling-org-apache-sling-tracer.git,2,3800,0.0
394,datasketches-server,https://github.com/apache/datasketches-server.git,1,3800,0.0
390,flink-playgrounds,https://github.com/apache/flink-playgrounds.git,238,3800,0.0
309,sling-org-apache-sling-commons-crypto,https://github.com/apache/sling-org-apache-sling-commons-crypto.git,1,3800,0.0
413,sling-org-apache-sling-testing-rules,https://github.com/apache/sling-org-apache-sling-testing-rules.git,3,3800,0.0
607,activemq-cli-tools,https://github.com/apache/activemq-cli-tools.git,7,3800,0.0
285,sling-org-apache-sling-clam,https://github.com/apache/sling-org-apache-sling-clam.git,2,3800,0.0
375,skywalking-kong,https://github.com/apache/skywalking-kong.git,14,3900,0.0
599,tomcat-jakartaee-migration,https://github.com/apache/tomcat-jakartaee-migration.git,48,3900,0.0
21,directory-fortress-realm,https://github.com/apache/directory-fortress-realm.git,4,4000,0.0
569,sling-org-apache-sling-feature-modelconverter,https://github.com/apache/sling-org-apache-sling-feature-modelconverter.git,1,4000,0.0
441,sling-org-apache-sling-jcr-webdav,https://github.com/apache/sling-org-apache-sling-jcr-webdav.git,2,4000,0.0
313,camel-kameleon,https://github.com/apache/camel-kameleon.git,24,4000,0.0
175,sling-org-apache-sling-feature-launcher,https://github.com/apache/sling-org-apache-sling-feature-launcher.git,5,4000,0.0
519,sling-org-apache-sling-jcr-contentparser,https://github.com/apache/sling-org-apache-sling-jcr-contentparser.git,1,4000,0.0
282,logging-log4j-tools,https://github.com/apache/logging-log4j-tools.git,8,4100,0.0
682,fineract-cn-demo-server,https://github.com/apache/fineract-cn-demo-server.git,20,4100,0.0
522,sling-org-apache-sling-performance,https://github.com/apache/sling-org-apache-sling-performance.git,2,4100,0.0
679,geronimo-safeguard,https://github.com/apache/geronimo-safeguard.git,5,4200,0.0
160,sling-org-apache-sling-commons-metrics,https://github.com/apache/sling-org-apache-sling-commons-metrics.git,2,4300,0.0
460,sling-org-apache-sling-auth-form,https://github.com/apache/sling-org-apache-sling-auth-form.git,5,4300,0.0
433,sling-org-apache-sling-jobs,https://github.com/apache/sling-org-apache-sling-jobs.git,4,4300,0.0
172,sling-org-apache-sling-testing-resourceresolver-mock,https://github.com/apache/sling-org-apache-sling-testing-resourceresolver-mock.git,1,4400,0.0
537,sling-org-apache-sling-commons-osgi,https://github.com/apache/sling-org-apache-sling-commons-osgi.git,1,4500,0.0
319,isis-app-demo,https://github.com/apache/isis-app-demo.git,1,4500,0.0
