Name,Repository,Stars,LOC,Size_Classification
sling-servlet-archetype,https://github.com/apache/sling-servlet-archetype.git,1,1300,1
sling-org-apache-sling-auth-xing-login,https://github.com/apache/sling-org-apache-sling-auth-xing-login.git,1,1400,1
sling-org-apache-sling-installer-provider-file,https://github.com/apache/sling-org-apache-sling-installer-provider-file.git,2,1400,1
sling-org-apache-sling-extensions-slf4j-mdc,https://github.com/apache/sling-org-apache-sling-extensions-slf4j-mdc.git,1,1400,1
sling-org-apache-sling-distribution-api,https://github.com/apache/sling-org-apache-sling-distribution-api.git,1,1400,1
dubbo-sentinel-support,https://github.com/apache/dubbo-sentinel-support.git,52,1400,1
sling-org-apache-sling-scripting-groovy,https://github.com/apache/sling-org-apache-sling-scripting-groovy.git,1,1400,1
sling-org-apache-sling-validation-api,https://github.com/apache/sling-org-apache-sling-validation-api.git,1,1400,1
sling-org-apache-sling-testing-caconfig-mock-plugin,https://github.com/apache/sling-org-apache-sling-testing-caconfig-mock-plugin.git,1,1400,1
sling-org-apache-sling-commons-clam,https://github.com/apache/sling-org-apache-sling-commons-clam.git,2,1500,1
sling-org-apache-sling-distribution-journal-messages,https://github.com/apache/sling-org-apache-sling-distribution-journal-messages.git,2,1500,1
sling-org-apache-sling-discovery-support,https://github.com/apache/sling-org-apache-sling-discovery-support.git,1,1500,1
sling-org-apache-sling-tail,https://github.com/apache/sling-org-apache-sling-tail.git,2,1500,1
sling-org-apache-sling-distribution-avro-serializer,https://github.com/apache/sling-org-apache-sling-distribution-avro-serializer.git,1,1500,1
sling-org-apache-sling-resourcecollection,https://github.com/apache/sling-org-apache-sling-resourcecollection.git,2,1500,1
sling-feature-launcher-maven-plugin,https://github.com/apache/sling-feature-launcher-maven-plugin.git,1,1500,1
sling-org-apache-sling-junit-remote,https://github.com/apache/sling-org-apache-sling-junit-remote.git,1,1500,1
sling-org-apache-sling-serviceuser-webconsole,https://github.com/apache/sling-org-apache-sling-serviceuser-webconsole.git,1,1500,1
sling-org-apache-sling-contentparser-json,https://github.com/apache/sling-org-apache-sling-contentparser-json.git,1,1600,1
sling-org-apache-sling-testing-hamcrest,https://github.com/apache/sling-org-apache-sling-testing-hamcrest.git,2,1600,1
sling-org-apache-sling-junit-scriptable,https://github.com/apache/sling-org-apache-sling-junit-scriptable.git,1,1600,1
isis-app-helloworld,https://github.com/apache/isis-app-helloworld.git,2,1600,1
turbine-fulcrum-crypto,https://github.com/apache/turbine-fulcrum-crypto.git,1,1600,1
sling-org-apache-sling-event-dea,https://github.com/apache/sling-org-apache-sling-event-dea.git,1,1600,1
turbine-fulcrum-upload,https://github.com/apache/turbine-fulcrum-upload.git,1,1700,1
sling-org-apache-sling-feature-diff,https://github.com/apache/sling-org-apache-sling-feature-diff.git,1,1700,1
predictionio-template-java-ecom-recommender,https://github.com/apache/predictionio-template-java-ecom-recommender.git,37,1700,1
sling-org-apache-sling-resourceaccesssecurity,https://github.com/apache/sling-org-apache-sling-resourceaccesssecurity.git,2,1700,1
sling-org-apache-sling-commons-metrics-rrd4j,https://github.com/apache/sling-org-apache-sling-commons-metrics-rrd4j.git,1,1700,1
sling-org-apache-sling-reqanalyzer,https://github.com/apache/sling-org-apache-sling-reqanalyzer.git,3,1700,1
fineract-cn-data-jpa,https://github.com/apache/fineract-cn-data-jpa.git,2,1800,1
sling-org-apache-sling-mongodb,https://github.com/apache/sling-org-apache-sling-mongodb.git,3,1800,1
sling-org-apache-sling-settings,https://github.com/apache/sling-org-apache-sling-settings.git,4,1800,1
sling-org-apache-sling-feature-apiregions-model,https://github.com/apache/sling-org-apache-sling-feature-apiregions-model.git,1,1800,1
sling-org-apache-sling-models-jacksonexporter,https://github.com/apache/sling-org-apache-sling-models-jacksonexporter.git,1,1800,1
sling-org-apache-sling-commons-fsclassloader,https://github.com/apache/sling-org-apache-sling-commons-fsclassloader.git,1,1800,1
shardingsphere-elasticjob-example,https://github.com/apache/shardingsphere-elasticjob-example.git,193,1800,1
sling-org-apache-sling-jmx-provider,https://github.com/apache/sling-org-apache-sling-jmx-provider.git,2,1800,1
datasketches-memory16,https://github.com/apache/datasketches-memory16.git,2,1900,1
manifoldcf-integration-elasticsearch-5.5,https://github.com/apache/manifoldcf-integration-elasticsearch-5.5.git,1,1900,1
netbeans-mavenutils-nb-repository-plugin,https://github.com/apache/netbeans-mavenutils-nb-repository-plugin.git,1,1900,1
samza-beam-examples,https://github.com/apache/samza-beam-examples.git,6,1900,1
sling-org-apache-sling-jcr-api,https://github.com/apache/sling-org-apache-sling-jcr-api.git,2,1900,1
manifoldcf-integration-elasticsearch,https://github.com/apache/manifoldcf-integration-elasticsearch.git,1,1900,1
sling-org-apache-sling-installer-factory-feature,https://github.com/apache/sling-org-apache-sling-installer-factory-feature.git,1,1900,1
sling-org-apache-sling-scripting-api,https://github.com/apache/sling-org-apache-sling-scripting-api.git,1,1900,1
turbine-fulcrum-quartz,https://github.com/apache/turbine-fulcrum-quartz.git,1,1900,1
log4j-zeroconf,https://github.com/apache/log4j-zeroconf.git,5,2000,1
sling-org-apache-sling-resourcebuilder,https://github.com/apache/sling-org-apache-sling-resourcebuilder.git,2,2000,1
sling-org-apache-sling-distribution-journal-kafka,https://github.com/apache/sling-org-apache-sling-distribution-journal-kafka.git,1,2000,1
turbine-fulcrum-factory,https://github.com/apache/turbine-fulcrum-factory.git,1,2000,1
turbine-fulcrum-pool,https://github.com/apache/turbine-fulcrum-pool.git,1,2100,1
sling-org-apache-sling-hc-api,https://github.com/apache/sling-org-apache-sling-hc-api.git,1,2100,1
fineract-cn-service-starter,https://github.com/apache/fineract-cn-service-starter.git,2,2100,1
sling-org-apache-sling-tenant,https://github.com/apache/sling-org-apache-sling-tenant.git,2,2100,1
sling-org-apache-sling-servlets-annotations,https://github.com/apache/sling-org-apache-sling-servlets-annotations.git,2,2100,1
fineract-cn-crypto,https://github.com/apache/fineract-cn-crypto.git,3,2100,1
sling-org-apache-sling-resourceaccesssecurity-it,https://github.com/apache/sling-org-apache-sling-resourceaccesssecurity-it.git,1,2100,1
sling-org-apache-sling-commons-log-webconsole,https://github.com/apache/sling-org-apache-sling-commons-log-webconsole.git,2,2100,1
geronimo-genesis,https://github.com/apache/geronimo-genesis.git,2,2100,1
sling-org-apache-sling-connection-timeout-agent,https://github.com/apache/sling-org-apache-sling-connection-timeout-agent.git,1,2200,1
fineract-cn-command,https://github.com/apache/fineract-cn-command.git,3,2200,1
logging-log4j-audit-sample,https://github.com/apache/logging-log4j-audit-sample.git,6,2200,1
sling-org-apache-sling-caconfig-spi,https://github.com/apache/sling-org-apache-sling-caconfig-spi.git,1,2200,1
sling-org-apache-sling-hapi-client,https://github.com/apache/sling-org-apache-sling-hapi-client.git,2,2200,1
sling-org-apache-sling-commons-compiler,https://github.com/apache/sling-org-apache-sling-commons-compiler.git,1,2200,1
fineract-cn-cassandra,https://github.com/apache/fineract-cn-cassandra.git,2,2200,1
sling-org-apache-sling-datasource,https://github.com/apache/sling-org-apache-sling-datasource.git,3,2200,1
sling-org-apache-sling-superimposing,https://github.com/apache/sling-org-apache-sling-superimposing.git,2,2300,1
sling-org-apache-sling-commons-classloader,https://github.com/apache/sling-org-apache-sling-commons-classloader.git,3,2300,1
sling-org-apache-sling-feature-resolver,https://github.com/apache/sling-org-apache-sling-feature-resolver.git,1,2300,1
ant-easyant-buildtypes,https://github.com/apache/ant-easyant-buildtypes.git,2,2300,1
sling-org-apache-sling-testing-serversetup,https://github.com/apache/sling-org-apache-sling-testing-serversetup.git,3,2400,1
manifoldcf-integration-solr-3.x,https://github.com/apache/manifoldcf-integration-solr-3.x.git,1,2400,1
openwhisk-runtime-ballerina,https://github.com/apache/openwhisk-runtime-ballerina.git,7,2400,1
openwhisk-sample-matos,https://github.com/apache/openwhisk-sample-matos.git,2,2400,1
sling-org-apache-sling-junit-teleporter,https://github.com/apache/sling-org-apache-sling-junit-teleporter.git,1,2400,1
openwebbeans-peeco,https://github.com/apache/openwebbeans-peeco.git,1,2400,1
sling-org-apache-sling-event-api,https://github.com/apache/sling-org-apache-sling-event-api.git,1,2400,1
sling-org-apache-sling-installer-factory-configuration,https://github.com/apache/sling-org-apache-sling-installer-factory-configuration.git,2,2500,1
turbine-fulcrum-localization,https://github.com/apache/turbine-fulcrum-localization.git,1,2500,1
fineract-cn-api,https://github.com/apache/fineract-cn-api.git,4,2500,1
manifoldcf-integration-solr-6.x,https://github.com/apache/manifoldcf-integration-solr-6.x.git,1,2500,1
logging-log4j-boot,https://github.com/apache/logging-log4j-boots.git,4,2500,1
sling-htl-maven-plugin,https://github.com/apache/sling-htl-maven-plugin.git,2,2500,1
fineract-cn-template,https://github.com/apache/fineract-cn-template.git,7,2500,1
manifoldcf-integration-solr-7.x,https://github.com/apache/manifoldcf-integration-solr-7.x.git,2,2500,1
sling-org-apache-sling-junit-performance,https://github.com/apache/sling-org-apache-sling-junit-performance.git,1,2500,1
sling-org-apache-sling-jms,https://github.com/apache/sling-org-apache-sling-jms.git,3,2600,1
predictionio-sdk-java,https://github.com/apache/predictionio-sdk-java.git,108,2700,1
sling-org-apache-sling-jcr-oak-server,https://github.com/apache/sling-org-apache-sling-jcr-oak-server.git,2,2700,1
dolphinscheduler-maven-plugin,https://github.com/apache/dolphinscheduler-maven-plugin.git,7,2700,1
sling-org-apache-sling-security,https://github.com/apache/sling-org-apache-sling-security.git,5,2800,1
sling-org-apache-sling-starter,https://github.com/apache/sling-org-apache-sling-starter.git,15,2800,1
sling-org-apache-sling-distribution-it,https://github.com/apache/sling-org-apache-sling-distribution-it.git,1,2800,1
sling-kickstart-maven-plugin,https://github.com/apache/sling-kickstart-maven-plugin.git,1,2800,1
sling-org-apache-sling-file-optimization,https://github.com/apache/sling-org-apache-sling-file-optimization.git,1,2800,1
accumulo-maven-plugin,https://github.com/apache/accumulo-maven-plugin.git,5,2800,1
fineract-cn-permitted-feign-client,https://github.com/apache/fineract-cn-permitted-feign-client.git,2,2900,1
turbine-fulcrum-testcontainer,https://github.com/apache/turbine-fulcrum-testcontainer.git,1,2900,1
sling-org-apache-sling-testing-sling-mock-oak,https://github.com/apache/sling-org-apache-sling-testing-sling-mock-oak.git,3,2900,1
fineract-cn-test,https://github.com/apache/fineract-cn-test.git,3,2900,1
sling-org-apache-sling-commons-jcr-file,https://github.com/apache/sling-org-apache-sling-commons-jcr-file.git,1,3000,1
sling-org-apache-sling-nosql-generic,https://github.com/apache/sling-org-apache-sling-nosql-generic.git,2,3000,1
incubator-taverna-plugin-gis,https://github.com/apache/incubator-taverna-plugin-gis.git,3,3000,1
sling-org-apache-sling-scripting-sightly-runtime,https://github.com/apache/sling-org-apache-sling-scripting-sightly-runtime.git,1,3000,1
ant-easyant-tasks,https://github.com/apache/ant-easyant-tasks.git,3,3100,1
sling-org-apache-sling-serviceusermapper,https://github.com/apache/sling-org-apache-sling-serviceusermapper.git,2,3100,1
sling-org-apache-sling-hapi,https://github.com/apache/sling-org-apache-sling-hapi.git,2,3100,1
sling-org-apache-sling-models-api,https://github.com/apache/sling-org-apache-sling-models-api.git,2,3100,1
sling-org-apache-sling-scripting-sightly-testing,https://github.com/apache/sling-org-apache-sling-scripting-sightly-testing.git,1,3100,1
incubator-optiq-csv,https://github.com/apache/incubator-optiq-csv.git,2,3200,1
nifi-maven,https://github.com/apache/nifi-maven.git,17,3200,1
karaf-boot,https://github.com/apache/karaf-boot.git,8,3300,1
incubator-streampipes-examples,https://github.com/apache/incubator-streampipes-examples.git,2,3400,1
sling-org-apache-sling-cassandra,https://github.com/apache/sling-org-apache-sling-cassandra.git,2,3400,1
commons-testing,https://github.com/apache/commons-testing.git,5,3500,1
sling-org-apache-sling-jcr-classloader,https://github.com/apache/sling-org-apache-sling-jcr-classloader.git,2,3500,1
sling-project-archetype,https://github.com/apache/sling-project-archetype.git,4,3500,1
activemq-nms-openwire-generator,https://github.com/apache/activemq-nms-openwire-generator.git,2,3500,1
sling-org-apache-sling-scripting-freemarker,https://github.com/apache/sling-org-apache-sling-scripting-freemarker.git,3,3600,1
sling-org-apache-sling-feature-apiregions,https://github.com/apache/sling-org-apache-sling-feature-apiregions.git,2,3600,1
sling-org-apache-sling-feature-extension-apiregions,https://github.com/apache/sling-org-apache-sling-feature-extension-apiregions.git,1,3600,1
sling-org-apache-sling-distribution-journal-it,https://github.com/apache/sling-org-apache-sling-distribution-journal-it.git,1,3600,1
sling-org-apache-sling-adapter,https://github.com/apache/sling-org-apache-sling-adapter.git,2,3700,1
sling-org-apache-sling-scripting-thymeleaf,https://github.com/apache/sling-org-apache-sling-scripting-thymeleaf.git,2,3700,1
fineract-cn-lang,https://github.com/apache/fineract-cn-lang.git,3,3800,1
sling-org-apache-sling-installer-provider-jcr,https://github.com/apache/sling-org-apache-sling-installer-provider-jcr.git,3,3800,1
karaf-reactive-components,https://github.com/apache/karaf-reactive-components.git,1,3800,1
sling-org-apache-sling-resourcemerger,https://github.com/apache/sling-org-apache-sling-resourcemerger.git,2,3800,1
sling-org-apache-sling-tracer,https://github.com/apache/sling-org-apache-sling-tracer.git,2,3800,1
datasketches-server,https://github.com/apache/datasketches-server.git,1,3800,1
flink-playgrounds,https://github.com/apache/flink-playgrounds.git,238,3800,1
sling-org-apache-sling-commons-crypto,https://github.com/apache/sling-org-apache-sling-commons-crypto.git,1,3800,1
sling-org-apache-sling-testing-rules,https://github.com/apache/sling-org-apache-sling-testing-rules.git,3,3800,1
activemq-cli-tools,https://github.com/apache/activemq-cli-tools.git,7,3800,1
sling-org-apache-sling-clam,https://github.com/apache/sling-org-apache-sling-clam.git,2,3800,1
skywalking-kong,https://github.com/apache/skywalking-kong.git,14,3900,1
tomcat-jakartaee-migration,https://github.com/apache/tomcat-jakartaee-migration.git,48,3900,1
directory-fortress-realm,https://github.com/apache/directory-fortress-realm.git,4,4000,1
sling-org-apache-sling-feature-modelconverter,https://github.com/apache/sling-org-apache-sling-feature-modelconverter.git,1,4000,1
sling-org-apache-sling-jcr-webdav,https://github.com/apache/sling-org-apache-sling-jcr-webdav.git,2,4000,1
camel-kameleon,https://github.com/apache/camel-kameleon.git,24,4000,1
sling-org-apache-sling-feature-launcher,https://github.com/apache/sling-org-apache-sling-feature-launcher.git,5,4000,1
sling-org-apache-sling-jcr-contentparser,https://github.com/apache/sling-org-apache-sling-jcr-contentparser.git,1,4000,1
logging-log4j-tools,https://github.com/apache/logging-log4j-tools.git,8,4100,1
fineract-cn-demo-server,https://github.com/apache/fineract-cn-demo-server.git,20,4100,1
sling-org-apache-sling-performance,https://github.com/apache/sling-org-apache-sling-performance.git,2,4100,1
geronimo-safeguard,https://github.com/apache/geronimo-safeguard.git,5,4200,1
sling-org-apache-sling-commons-metrics,https://github.com/apache/sling-org-apache-sling-commons-metrics.git,2,4300,1
sling-org-apache-sling-auth-form,https://github.com/apache/sling-org-apache-sling-auth-form.git,5,4300,1
sling-org-apache-sling-jobs,https://github.com/apache/sling-org-apache-sling-jobs.git,4,4300,1
sling-org-apache-sling-testing-resourceresolver-mock,https://github.com/apache/sling-org-apache-sling-testing-resourceresolver-mock.git,1,4400,1
sling-org-apache-sling-commons-osgi,https://github.com/apache/sling-org-apache-sling-commons-osgi.git,1,4500,1
isis-app-demo,https://github.com/apache/isis-app-demo.git,1,4500,1
sling-org-apache-sling-commons-messaging-mail,https://github.com/apache/sling-org-apache-sling-commons-messaging-mail.git,2,4500,1
usergrid-qakka,https://github.com/apache/usergrid-qakka.git,2,4600,1
creadur-tentacles,https://github.com/apache/creadur-tentacles.git,2,4600,1
sling-org-apache-sling-scripting-xproc,https://github.com/apache/sling-org-apache-sling-scripting-xproc.git,2,4800,1
sling-org-apache-sling-commons-threads,https://github.com/apache/sling-org-apache-sling-commons-threads.git,6,4800,1
datasketches-vector,https://github.com/apache/datasketches-vector.git,11,4800,1
sling-org-apache-sling-bundleresource-impl,https://github.com/apache/sling-org-apache-sling-bundleresource-impl.git,1,4900,1
sling-org-apache-sling-scripting-sightly-js-provider,https://github.com/apache/sling-org-apache-sling-scripting-sightly-js-provider.git,1,4900,1
sling-org-apache-sling-scripting-sightly-compiler-java,https://github.com/apache/sling-org-apache-sling-scripting-sightly-compiler-java.git,1,4900,1
sling-org-apache-sling-dynamic-include,https://github.com/apache/sling-org-apache-sling-dynamic-include.git,16,5000,1
sling-org-apache-sling-scripting-console,https://github.com/apache/sling-org-apache-sling-scripting-console.git,1,5000,1
freemarker-online-tester,https://github.com/apache/freemarker-online-tester.git,54,5000,1
sling-jspc-maven-plugin,https://github.com/apache/sling-jspc-maven-plugin.git,2,5000,1
cordova-plugin-splashscreen,https://github.com/apache/cordova-plugin-splashscreen.git,618,5000,1
fineract-cn-payroll,https://github.com/apache/fineract-cn-payroll.git,7,5200,1
sling-org-apache-sling-i18n,https://github.com/apache/sling-org-apache-sling-i18n.git,5,5200,1
usergrid-android,https://github.com/apache/usergrid-android.git,10,5300,1
sling-feature-converter-maven-plugin,https://github.com/apache/sling-feature-converter-maven-plugin.git,1,5300,1
sling-org-apache-sling-kickstart,https://github.com/apache/sling-org-apache-sling-kickstart.git,3,5300,1
geronimo-config,https://github.com/apache/geronimo-config.git,15,5300,1
skywalking-oal-tool,https://github.com/apache/skywalking-oal-tool.git,8,5300,1
sling-scriptingbundle-maven-plugin,https://github.com/apache/sling-scriptingbundle-maven-plugin.git,2,5300,1
